GeoID,Population min_max_normalized,Unemployment rate min_max_normalized,Public transportation proportion min_max_normalized,Simpsons diversity score min_max_normalized,Affordable housing in market min_max_normalized,Proportion of public transit to work under 30 minutes min_max_normalized,SNAP-authorized Stores per 1000 people (2016) min_max_normalized,Farmers Markets per 1000 people (2016) min_max_normalized,Farmer Markets with SNAP per 1000 people (2016) min_max_normalized,Farmer Markets with WIC per 1000 people (2016) min_max_normalized,Farmer Markets with WIC Cash per 1000 people (2016) min_max_normalized,Farmer Markets with SFMNP per 1000 people (2016) min_max_normalized,Employment to population ratio percentage min_max_normalized,Indeed job count normalized min_max_normalized,Craigslist affordable house count normalized min_max_normalized,Number of people below the poverty level normalized min_max_normalized,Number of people with a bachelors degree or higher normalized min_max_normalized,Employment Rate Prediction min_max_normalized
100820,0.003105539234539816,0.14965986394557826,0.0,0.5232450673622582,0.002871144992822137,0.0,0.06721755969334334,0.09443228202004368,0.0,0.0,0.0,0.0,0.7163212435233159,0.11515722037574044,0.0001061421306608152,0.14596998980357548,0.3300999283017014,0.693916020030171
100988,0.0017932983947992012,0.1054421768707483,0.005485892066031733,0.15628354207329775,0.0036136824909657936,0.9999999999999998,0.1070941872474613,0.12826488772420894,0.0,0.0,0.0,0.0,0.6062176165803109,0.04016345417884582,0.00016196845512279862,0.3247825971899789,0.0928285048492618,0.5817409795024066
101132,0.001017410425680407,0.3945578231292517,0.0,0.6746154613097782,0.002673134993317163,0.0,0.2292275122462223,0.13120684001039726,0.0,0.0,0.0,0.0,0.4753886010362694,0.027194631126736084,0.0004701435932309785,0.3243764535624685,0.13904670486791354,0.7205839323604576
101708,0.00034089035979364214,0.3775510204081633,0.0,0.5446117237794414,0.007004603732488491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5375647668393781,0.010487700908684831,0.0,0.26411387531162955,0.1759334971254999,0.586877138624684
101852,0.0018815604735523558,0.4659863945578232,0.006406265893548689,0.6883139246089637,0.009950002475124994,0.6873126873126872,0.1034854287889534,0.0,0.0,0.0,0.0,0.0,0.44559585492227977,0.03084067030892773,0.003285122240749701,0.4239323522547371,0.16531579837056742,0.5244305225375003
102116,0.00025695370741646956,0.2551020408163265,0.004097435033729437,0.07386224683259196,0.0015840799960398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5427461139896372,0.13240841112650473,0.0,0.2636041999502965,0.2212366417654488,0.6558376127057641
102956,0.002189951683818346,0.2993197278911565,0.0,0.4726976576484227,0.003044403742388991,0.0,0.1010962908619166,0.058401639579737714,0.0,0.0,0.0,0.0,0.582901554404145,0.11016484703930199,0.009083788154437031,0.2519357003744789,0.24852428121714096,0.683937605171981
103004,0.00046375584955465644,0.6700680272108843,0.0,0.6972501656907769,0.006311568734221078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474093264248705,0.013590763556599172,0.0,0.2524705042692025,0.06877090544052719,0.5759419348177344
103076,0.006483463427350957,0.18027210884353745,0.02609335206546457,0.5723107840938464,0.03041928617395178,0.8718718718718718,0.12718300728508106,0.02550743160163248,0.0708326671852668,0.0,0.0,0.0,0.5984455958549223,0.015775268540859876,0.0,0.5525424189628394,0.38566141334518944,0.5315683093727345
104660,0.00034930740571447274,0.17006802721088435,0.0,0.6763810939956748,0.004232463739418841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4779792746113989,0.14428918016178707,0.0,0.2817607951905158,0.11301363672598724,0.6992105363001498
105980,0.002419316185160982,0.4727891156462585,0.014540736107181441,0.5744602630587612,0.009950002475124994,0.3656343656343656,0.09922625150251853,0.0,0.0,0.0,0.0,0.0,0.4870466321243523,0.16479959376235914,0.01631449514638637,0.4025118807269395,0.11659303545097224,0.61286240562966
107000,0.024112849205115226,0.3639455782312925,0.03567100922531859,0.5425854003824391,0.125711598435721,0.5939999999999999,0.12718300728508106,0.02550743160163248,0.0708326671852668,0.0,0.0,0.0,0.5867875647668394,0.02137770354668084,0.048854932785397064,0.4196450785149472,0.2441756636447921,0.5410651813988633
